"doc_id","morpheme_analysis"
"doc82897862","This/SL study/SL aimed/SL to/SL explore/SL elementary/SL school/SL teachers/SL ’/SSC experiences/SL and/SL perceptions/SL regarding/SL the/SL use/SL of/SL AI/SL for/SL diverse/SL learners/SL requiring/SL learning/SL supp/SL ort./SL To/SL this/SL end/SL ,/SP a/SL focus/SL group/SL interview/SL was/SL conducted/SL with/SL elementary/SL school/SL teachers/SL who/SL had/SL experience/SL utilizing/SL AI/SL in/SL their/SL classro/SL oms./SL First/SL ,/SP teachers/SL primarily/SL used/SL AI/SL to/SL deliver/SL customized/SL instructions/SL and/SL enhance/SL diverse/SL learners/SL ’/SSC access/SL to/SL less/SL ons./SL Second/SL ,/SP AI/SL use/SL increased/SL the/SL efficiency/SL of/SL learning/SL management/SL and/SL facilitating/SL personalized/SL education/SL ,/SP which/SL had/SL a/SL positive/SL impact/SL on/SL teach/SL ers./SL Furthermore/SL ,/SP it/SL contributed/SL to/SL improvements/SL in/SL students/SL ’/SSC academic/SL performance/SL ,/SP attitudes/SL ,/SP social/SL skills/SL ,/SP and/SL positive/SL emotional/SL developm/SL ent./SL Third/SL ,/SP the/SL premature/SL implementation/SL of/SL AI/SL into/SL the/SL classroom/SL led/SL to/SL several/SL challenges/SL ,/SP including/SL increased/SL teacher/SL burden/SL ,/SP lack/SL of/SL teacher/SL readiness/SL ,/SP limited/SL functions/SL and/SL insufficient/SL diversity/SL in/SL available/SL AI/SL programs/SL ,/SP and/SL deepening/SL AI/SL dependence/SL and/SL problem/SL behav/SL ior./SL Lastly/SL ,/SP for/SL AI/SL to/SL be/SL successfully/SL integrated/SL into/SL education/SL ,/SP it/SL is/SL essential/SL to/SL develop/SL tools/SL tailored/SL to/SL diverse/SL learner/SL needs/SL ,/SP improve/SL teacher/SL and/SL parent/SL perceptions/SL ,/SP strengthen/SL teacher/SL competencies/SL ,/SP and/SL provide/SL support/SL students/SL in/SL the/SL responsible/SL use/SL of/SL AI./SL Based/SL on/SL this/SL ,/SP we/SL discussed/SL the/SL implications/SL and/SL future/SL research/SL direc/SL tions./SL"
"doc48918348","This/SL study/SL investigates/SL the/SL arithmetic/SL thinking/SL of/SL first/SL -/SO year/SL middle/SL school/SL students/SL who/SL encounter/SL difficulties/SL in/SL learning/SL mathemat/SL ics./SL The/SL objective/SL is/SL to/SL identify/SL the/SL causes/SL of/SL these/SL difficulties/SL by/SL comprehensively/SL analyzing/SL their/SL mathematical/SL affective/SL characteristics/SL and/SL mathematics/SL learning/SL experien/SL ces./SL To/SL this/SL end/SL ,/SP a/SL case/SL study/SL was/SL conducted/SL with/SL two/SL stude/SL nts./SL Findings/SL indicate/SL that/SL the/SL students/SL '/SS level/SL of/SL arithmetic/SL thinking/SL was/SL significantly/SL below/SL average/SL ,/SP particularly/SL their/SL understanding/SL of/SL fracti/SL ons./SL Their/SL affective/SL characteristics/SL were/SL also/SL very/SL low./SL A/SL subsequent/SL investigation/SL into/SL the/SL students/SL ’/SSC mathematical/SL learning/SL experiences/SL revealed/SL that/SL their/SL socioeconomic/SL factors/SL were/SL identified/SL as/SL the/SL primary/SL cause/SL of/SL their/SL challenges/SL in/SL learning/SL mathem/SL atics./SL"
"doc34864593","Purpose/SL :/SP This/SL paper/SL aims/SL to/SL contribute/SL to/SL deepening/SL the/SL understanding/SL of/SL academic/SL vocabulary/SL by/SL analyzing/SL the/SL research/SL results/SL and/SL organizing/SL the/SL trends/SL and/SL characteristics/SL of/SL related/SL resea/SL rch./SL Method/SL :/SP This/SL paper/SL analyzed/SL related/SL research/SL results/SL through/SL systematic/SL literature/SL rev/SL iew./SL In/SL particular/SL ,/SP it/SL pays/SL attention/SL to/SL the/SL differences/SL in/SL A.V./SL translation/SL terms/SL and/SL the/SL conceptual/SL arrangem/SL ent./SL Results/SL :/SP Studies/SL taking/SL an/SL academic/SL perspective/SL tend/SL to/SL pay/SL more/SL attention/SL to/SL technical/SL vocabulary/SL properties/SL ,/SP and/SL studies/SL taking/SL a/SL learning/SL perspective/SL tend/SL to/SL pay/SL more/SL attention/SL to/SL basic/SL vocabulary/SL propert/SL ies./SL Conclusion/SL :/SP The/SL concept/SL of/SL academic/SL vocabulary/SL has/SL been/SL transformed/SL to/SL suit/SL the/SL purpose/SL or/SL perspective/SL of/SL the/SL study/SL ,/SP and/SL the/SL concept/SL is/SL gradually/SL deepening/SL and/SL expa/SL nding./SL"
"doc12561221","In/SL our/SL country/SL ,/SP the/SL number/SL of/SL students/SL estimated/SL to/SL have/SL learning/SL disabilities/SL is/SL more/SL than/SL 5/SN %/SW of/SL the/SL school/SL -/SO age/SL populat/SL ion./SL On/SL the/SL other/SL hand/SL ,/SP students/SL classified/SL as/SL learning/SL disabled/SL are/SL very/SL low/SL ,/SP less/SL than/SL 1/SN %/SW of/SL all/SL special/SL education/SL recipie/SL nts./SL In/SL Korea/SL ,/SP students/SL classified/SL as/SL learning/SL disabled/SL are/SL very/SL low/SL ,/SP less/SL than/SL 1/SN %/SW of/SL all/SL special/SL education/SL stude/SL nts./SL In/SL this/SL study/SL ,/SP we/SL reviewed/SL the/SL identity/SL of/SL learning/SL disabilities/SL in/SL Korea/SL ,/SP focusing/SL on/SL the/SL responsive/SL intervention/SL model/SL (/SSO RTI/SL )/SSC ,/SP the/SL distinction/SL among/SL learning/SL disabilities/SL ,/SP learning/SL difficulties/SL and/SL intellectual/SL disabilities/SL ,/SP the/SL recent/SL new/SL definition/SL of/SL the/SL Korean/SL Learning/SL Disabilities/SL Association/SL ,/SP and/SL the/SL support/SL environment/SL for/SL learning/SL disabilit/SL ies./SL The/SL results/SL of/SL this/SL study/SL are/SL as/SL foll/SL ows./SL First/SL ,/SP the/SL responsive/SL intervention/SL model/SL (/SSO RTI/SL )/SSC limits/SL the/SL selection/SL of/SL children/SL with/SL learning/SL disabilities/SL for/SL special/SL educat/SL ion./SL It/SL requires/SL 3/SN -/SO 6/SN months/SL and/SL hinders/SL early/SL intervent/SL ion./SL On/SL the/SL other/SL hand/SL ,/SP doctors/SL diagnose/SL within/SL 1-2/W_SERIAL hours/SL and/SL immediately/SL begin/SL intervention/SL for/SL t/SL hem./SL Second/SL ,/SP learning/SL disabilities/SL in/SL special/SL education/SL settings/SL often/SL overlap/SL with/SL the/SL concept/SL of/SL learning/SL difficulties/SL and/SL tend/SL to/SL overlap/SL with/SL intellectual/SL disabilit/SL ies./SL More/SL than/SL 50/SN %/SW of/SL learning/SL disabilities/SL fall/SL under/SL the/SL IQ/SL of/SL intellectual/SL disabilities/SL (/SSO IQ/SL 75/SN )/SSC ./SF This/SL suggests/SL that/SL there/SL is/SL a/SL difference/SL between/SL the/SL academic/SL definition/SL of/SL learning/SL disability/SL and/SL how/SL learning/SL disability/SL is/SL conceptualized/SL in/SL the/SL fi/SL eld./SL Third/SL ,/SP the/SL new/SL definition/SL of/SL the/SL Korean/SL Learning/SL Disabilities/SL Association/SL includes/SL learning/SL problems/SL due/SL to/SL borderline/SL intelligence/SL and/SL environmental/SL influences/SL in/SL learning/SL disabilit/SL ies./SL While/SL the/SL latter/SL is/SL appropriate/SL to/SL include/SL ,/SP the/SL former/SL ,/SP i.e./SL ,/SP the/SL problem/SL of/SL including/SL borderline/SL intelligence/SL ,/SP requires/SL critical/SL rev/SL iew./SL Based/SL on/SL the/SL results/SL and/SL discussions/SL of/SL this/SL study/SL ,/SP the/SL following/SL are/SL some/SL suggested/SL implicati/SL ons./SL First/SL ,/SP the/SL responsive/SL intervention/SL model/SL (/SSO RTI/SL )/SSC should/SL be/SL eliminated/SL in/SL the/SL learning/SL disability/SL identification/SL proc/SL ess./SL Second/SL ,/SP a/SL critical/SL review/SL of/SL the/SL existence/SL of/SL the/SL term/SL ‘/SSO internal/SL ’/SSC in/SL the/SL definition/SL of/SL learning/SL disabilities/SL is/SL requi/SL red./SL Third/SL ,/SP since/SL dyslexia/SL treatment/SL requires/SL customized/SL guidance/SL for/SL students/SL ,/SP it/SL is/SL necessary/SL to/SL introduce/SL new/SL methods/SL such/SL as/SL operating/SL one/SL -/SO person/SL special/SL classes/SL through/SL financial/SL su/SL pport./SL"
"doc60723494","Purpose/SL This/SL study/SL aimed/SL to/SL systematically/SL examine/SL the/SL origins/SL and/SL institutional/SL adoption/SL of/SL the/SL concept/SL of/SL ‘/SSO Special/SL Educational/SL Needs/SL (/SSO SEN/SL )/SSC ’/SSC in/SL the/SL United/SL Kingdom/SL (/SSO UK/SL )/SSC ,/SP within/SL the/SL historical/SL context/SL of/SL the/SL development/SL of/SL its/SL special/SL education/SL s/SL ystem./SL Method/SL A/SL historical/SL research/SL method/SL was/SL emplo/SL yed./SL Key/SL legislation/SL ,/SP policy/SL reports/SL ,/SP and/SL academic/SL literature/SL related/SL to/SL special/SL education/SL in/SL the/SL UK/SL were/SL extensively/SL collected/SL and/SL analyzed/SL to/SL trace/SL the/SL trajectory/SL and/SL significance/SL of/SL systemic/SL ch/SL anges./SL Results/SL The/SL institutionalization/SL of/SL special/SL education/SL as/SL part/SL of/SL public/SL education/SL in/SL the/SL UK/SL began/SL with/SL the/SL Elementary/SL Education/SL (/SSO Blind/SL and/SL Deaf/SL Children/SL )/SSC Act/SL of/SL 1893./SN The/SL legal/SL foundation/SL for/SL special/SL education/SL was/SL firmly/SL established/SL through/SL the/SL Education/SL Act/SL of/SL 1944/SN ,/SP which/SL categorized/SL students/SL into/SL 10/SN disability/SL gro/SL ups./SL With/SL the/SL 1970/SN amendment/SL to/SL the/SL Education/SL Act/SL ,/SP the/SL concept/SL of/SL being/SL “/SSO uneducable/SL ”/SSC and/SL the/SL exemption/SL from/SL compulsory/SL education/SL were/SL abolished/SL ,/SP legally/SL guaranteeing/SL the/SL right/SL to/SL education/SL for/SL all/SL child/SL ren./SL The/SL 1981/SN Education/SL Act/SL ,/SP based/SL on/SL the/SL recommendations/SL of/SL the/SL 1978/SN Warnock/SL Report/SL ,/SP dismantled/SL the/SL category/SL -/SO based/SL system/SL and/SL introduced/SL a/SL new/SL support/SL framework/SL grounded/SL in/SL the/SL concept/SL of/SL SEN./SL This/SL paradigm/SL shift/SL was/SL driven/SL by/SL multiple/SL factors/SL ,/SP including/SL changing/SL perceptions/SL of/SL disability/SL ,/SP critiques/SL of/SL the/SL educationally/SL subnormal/SL category/SL ,/SP the/SL emergence/SL of/SL learning/SL difficulties/SL amid/SL secondary/SL education/SL reform/SL ,/SP and/SL broader/SL socioeconomic/SL factors/SL such/SL as/SL rising/SL immigration/SL ,/SP poverty/SL ,/SP and/SL dys/SL lexia./SL Conclusion/SL The/SL background/SL to/SL the/SL adoption/SL of/SL the/SL SEN/SL concept/SL in/SL the/SL UK/SL closely/SL parallels/SL the/SL current/SL educational/SL challenges/SL faced/SL by/SL South/SL Korea./SL This/SL suggests/SL the/SL need/SL for/SL a/SL structural/SL transition/SL in/SL Korea/SL ’/SSC s/SL special/SL education/SL system/SL from/SL a/SL disability/SL category/SL based/SL model/SL to/SL one/SL grounded/SL in/SL educational/SL ne/SL eds./SL By/SL providing/SL a/SL historical/SL foundation/SL for/SL such/SL a/SL shift/SL ,/SP this/SL study/SL also/SL calls/SL for/SL future/SL research/SL to/SL examine/SL the/SL legislative/SL and/SL institutional/SL developments/SL related/SL to/SL SEN/SL in/SL the/SL UK/SL since/SL the/SL 1990/SN s./SL"
"doc52511241","In/SL this/SL paper/SL ,/SP we/SL compare/SL the/SL narrative/SL characteristics/SL of/SL the/SL newly/SL revised/SL Japanese/SL high/SL school/SL history/SL textbooks/SL starting/SL in/SL 2022/SN with/SL the/SL direction/SL presented/SL in/SL the/SL </SSO High/SL School/SL Curriculum/SL Guideline/SL Commentary/SL of/SL the/SL Ministry/SL of/SL Education/SL >/SSC ,/SP and/SL point/SL out/SL the/SL urgency/SL of/SL accumulating/SL research/SL on/SL new/SL subjects/SL where/SL research/SL is/SL still/SL lacking/SL ,/SP as/SL well/SL as/SL concerns/SL about/SL the/SL distortion/SL of/SL int/SL ent./SL The/SL key/SL points/SL of/SL the/SL argument/SL process/SL are/SL summarized/SL as/SL fo/SL llows./SL First/SL ,/SP the/SL Ministry/SL of/SL Education/SL ’/SSC s/SL guidelines/SL and/SL educational/SL direction/SL are/SL not/SL necessarily/SL reflected/SL ‘/SSO as/SL intended/SL ’/SSC in/SL all/SL textbo/SL oks./SL For/SL example/SL ,/SP although/SL it/SL was/SL suggested/SL to/SL raise/SL national/SL consciousness/SL and/SL emphasize/SL the/SL aspect/SL that/SL Japan/SL ’/SSC s/SL victory/SL in/SL the/SL Russo/SL -/SO Japanese/SL War/SL provided/SL a/SL ‘/SSO good/SL ’/SSC stimulus/SL to/SL the/SL modernization/SL //SP independence/SL movement/SL in/SL many/SL Asian/SL countries/SL ,/SP the/SL Hibiya/SL Riot/SL Incident/SL is/SL presented/SL in/SL all/SL textbooks/SL as/SL the/SL beginning/SL of/SL a/SL series/SL of/SL sporadic/SL riots/SL ,/SP not/SL as/SL a/SL rise/SL in/SL national/SL consciousness/SL ,/SP in/SL terms/SL of/SL its/SL name/SL and/SL co/SL ntent./SL Second/SL ,/SP there/SL are/SL some/SL aspects/SL that/SL are/SL not/SL reflected/SL as/SL the/SL Ministry/SL of/SL Education/SL intended/SL ,/SP but/SL there/SL are/SL also/SL some/SL worrisome/SL eleme/SL nts./SL For/SL example/SL ,/SP there/SL are/SL still/SL published/SL descriptions/SL that/SL expand/SL and/SL reproduce/SL the/SL “/SSO positive/SL ”/SSC influence/SL of/SL Japan/SL after/SL the/SL Russo/SL -/SO Japanese/SL War/SL ,/SP which/SL are/SL one/SL step/SL ahead/SL of/SL the/SL description/SL in/SL the/SL “/SSO New/SL History/SL Textbook/SL ”/SSC from/SL 20/SN years/SL ago./SL"
"doc67158846","This/SL study/SL examined/SL how/SL elementary/SL students/SL with/SL low/SL academic/SL achievement/SL engaged/SL in/SL Korean/SL language/SL clas/SL ses./SL Using/SL participant/SL observation/SL as/SL the/SL primary/SL research/SL method/SL ,/SP it/SL focused/SL on/SL two/SL students/SL —/SW Baek/SL Yi/SL -/SO jin/SL (/SSO Grade/SL 2/SN )/SSC and/SL Seon/SL Woo/SL -/SO gyeol/SL (/SSO Grade/SL 6/SN )/SSC ,/SP both/SL pseudon/SL yms./SL Their/SL homeroom/SL teachers/SL conducted/SL classroom/SL observations/SL in/SL a/SL fully/SL participatory/SL role/SL ,/SP while/SL one/SL professor/SL observed/SL indirectly/SL as/SL a/SL non/SL -/SO participant/SL and/SL conducted/SL partial/SL direct/SL observations/SL through/SL two/SL classroom/SL v/SL isits./SL The/SL findings/SL revealed/SL shared/SL characteristics/SL between/SL the/SL two/SL students/SL ,/SP including/SL learned/SL helplessness/SL ,/SP passive/SL attitudes/SL ,/SP task/SL avoidance/SL ,/SP reluctance/SL to/SL ask/SL questions/SL ,/SP and/SL a/SL lack/SL of/SL learning/SL strateg/SL ies./SL Both/SL students/SL consistently/SL exhibited/SL non/SL -/SO learning/SL behaviors/SL and/SL demonstrated/SL limited/SL communication/SL with/SL peers/SL and/SL teach/SL ers./SL There/SL were/SL also/SL differences/SL between/SL the/SL two/SL students/SL ,/SP who/SL were/SL in/SL different/SL school/SL years/SL and/SL had/SL varying/SL degrees/SL of/SL academic/SL underachiev/SL ement./SL The/SL significance/SL of/SL this/SL study/SL lies/SL in/SL its/SL empirical/SL examination/SL of/SL how/SL low/SL -/SO achieving/SL students/SL in/SL Korean/SL language/SL participated/SL in/SL class/SL through/SL classroom/SL observ/SL ation./SL"
"doc22892172","The/SL purpose/SL of/SL this/SL study/SL was/SL to/SL analyze/SL single/SL -/SO case/SL design/SL studies/SL on/SL the/SL use/SL of/SL EduTech/SL interventions/SL for/SL students/SL eligible/SL for/SL learning/SL support/SL ,/SP to/SL evaluate/SL the/SL quality/SL of/SL the/SL studies/SL based/SL on/SL quality/SL indicators/SL of/SL CEC/SL (/SSO 2014/SN )/SSC and/SL WWC/SL (/SSO 2022/SN )/SSC and/SL to/SL calculate/SL an/SL overall/SL effect/SL of/SL the/SL interventi/SL ons./SL According/SL to/SL the/SL criteria/SL ,/SP a/SL total/SL of/SL 13/SN single/SL -/SO case/SL design/SL studies/SL were/SL selec/SL ted./SL Studies/SL were/SL analyzed/SL by/SL six/SL categories/SL such/SL as/SL participants/SL ,/SP research/SL designs/SL ,/SP independent/SL and/SL dependent/SL variab/SL les./SL The/SL findings/SL revealed/SL that/SL :/SP First/SL ,/SP the/SL majority/SL of/SL studies/SL focused/SL on/SL elementary/SL school/SL students/SL with/SL low/SL achievement/SL ,/SP with/SL e/SL -/SO learning/SL (/SSO e.g./SL ,/SP websites/SL )/SSC and/SL mobile/SL learning/SL (/SSO e.g./SL ,/SP applications/SL )/SSC being/SL the/SL most/SL frequently/SL used/SL methods/SL to/SL enhance/SL academic/SL performance/SL in/SL Korean/SL language/SL and/SL mathemat/SL ics./SL Second/SL ,/SP while/SL three/SL studies/SL met/SL all/SL CEC/SL criteria/SL ,/SP none/SL fully/SL satisfied/SL WWC/SL standards/SL with/SL only/SL five/SL studies/SL meeting/SL standards/SL with/SL reservati/SL ons./SL Third/SL ,/SP the/SL included/SL studies/SL showed/SL a/SL very/SL large/SL overall/SL effect/SL size/SL (/SSO Tau/SL -/SO U/SL =/SW 0.91/SN ,/SP p/SL </SSO ./SF 001/SN )/SSC ./SF Based/SL on/SL these/SL results/SL ,/SP implications/SL for/SL EduTech/SL interventions/SL for/SL students/SL eligible/SL for/SL learning/SL support/SL and/SL suggestions/SL for/SL future/SL research/SL directions/SL were/SL disc/SL ussed./SL"
"doc02512555","This/SL study/SL proposes/SL the/SL Narrative/SL -/SO Based/SL Informatics/SL Core/SL Concept/SL Teaching/SL (/SSO NBICT/SL )/SSC model/SL ,/SP which/SL utilizes/SL the/SL narrative/SL structure/SL and/SL conflict/SL -/SO resolution/SL processes/SL of/SL characters/SL from/SL literary/SL works/SL included/SL in/SL elementary/SL Korean/SL language/SL textbooks/SL as/SL instructional/SL strateg/SL ies./SL The/SL goal/SL is/SL to/SL support/SL diverse/SL learners/SL ,/SP including/SL underachieving/SL students/SL ,/SP in/SL better/SL understanding/SL and/SL actively/SL engaging/SL with/SL abstract/SL core/SL concepts/SL in/SL the/SL algorithm/SL and/SL programming/SL domain/SL of/SL the/SL middle/SL school/SL informatics/SL curricu/SL lum./SL Expert/SL validation/SL of/SL the/SL model/SL yielded/SL a/SL Content/SL Validity/SL Ratio/SL (/SSO CVR/SL )/SSC of/SL 0.82/SN ,/SP indicating/SL strong/SL potential/SL for/SL practical/SL implementation/SL in/SL real/SL classroom/SL setti/SL ngs./SL The/SL model/SL is/SL designed/SL to/SL systematically/SL analyze/SL the/SL progression/SL of/SL events/SL ,/SP character/SL interactions/SL ,/SP and/SL problem/SL -/SO solving/SL sequences/SL embedded/SL in/SL literary/SL texts/SL and/SL to/SL organically/SL map/SL these/SL narrative/SL elements/SL onto/SL abstract/SL informatics/SL conce/SL pts./SL It/SL incorporates/SL various/SL learning/SL support/SL strategies/SL ,/SP such/SL as/SL visual/SL aids/SL and/SL supplementary/SL tasks/SL ,/SP to/SL foster/SL active/SL participation/SL among/SL underachieving/SL stude/SL nts./SL Future/SL classroom/SL application/SL and/SL empirical/SL verification/SL are/SL expected/SL to/SL confirm/SL the/SL model/SL ’/SSC s/SL effectiveness/SL in/SL enhancing/SL students/SL ’/SSC conceptual/SL understanding/SL and/SL increasing/SL their/SL motivation/SL in/SL learning/SL abstract/SL content/SL within/SL the/SL algorithm/SL and/SL programming/SL d/SL omain./SL"
"doc36792229","This/SL study/SL aimed/SL to/SL confirm/SL the/SL effectiveness/SL of/SL mathematical/SL intervention/SL in/SL academic/SL achievement/SL and/SL emotional/SL aspects/SL by/SL meta/SL -/SO analysis/SL of/SL the/SL effects/SL of/SL mathematics/SL intervention/SL in/SL students/SL with/SL learning/SL difficulties/SL and/SL learning/SL disabilit/SL ies./SL Therefore/SL ,/SP this/SL study/SL selected/SL a/SL total/SL of/SL 19/SN studies/SL to/SL analyze/SL the/SL effect/SL size/SL by/SL reflecting/SL the/SL characteristics/SL of/SL mathematical/SL achievement/SL ,/SP emotional/SL attitude/SL ,/SP and/SL intervention/SL environm/SL ent./SL As/SL a/SL result/SL of/SL the/SL analysis/SL ,/SP the/SL overall/SL effect/SL size/SL was/SL 0.986/SN ,/SP which/SL was/SL statistically/SL significantly/SL large/SL ,/SP and/SL had/SL a/SL positive/SL effect/SL on/SL academic/SL achievement/SL and/SL emotional/SL aspe/SL cts./SL In/SL particular/SL ,/SP the/SL high/SL school/SL students/SL and/SL the/SL upper/SL grades/SL of/SL elementary/SL school/SL showed/SL a/SL high/SL effect/SL size/SL ,/SP and/SL the/SL intervention/SL methods/SL showed/SL the/SL highest/SL effect/SL in/SL the/SL order/SL of/SL reading/SL intervention/SL ,/SP peer/SL intervention/SL ,/SP and/SL cognitive/SL intervent/SL ion./SL However/SL ,/SP the/SL effect/SL size/SL of/SL each/SL dependent/SL variable/SL ,/SP emotional/SL variable/SL ,/SP and/SL intervention/SL environment/SL did/SL not/SL appear/SL significan/SL tly./SL Based/SL on/SL these/SL results/SL ,/SP this/SL study/SL needs/SL to/SL develop/SL and/SL apply/SL an/SL effective/SL mathematical/SL intervention/SL program/SL for/SL learning/SL difficulties/SL ,/SP and/SL the/SL importance/SL of/SL emotional/SL support/SL was/SL discussed/SL in/SL implica/SL tions./SL"
"doc23375761","Predicting/SL students/SL '/SS academic/SL achievement/SL in/SL advance/SL and/SL providing/SL tailored/SL support/SL enhance/SL learning/SL quality/SL and/SL promote/SL succ/SL ess./SL However/SL ,/SP academic/SL performance/SL is/SL influenced/SL by/SL complex/SL factors/SL ,/SP making/SL accurate/SL prediction/SL challeng/SL ing./SL While/SL previous/SL studies/SL have/SL used/SL longitudinal/SL data/SL to/SL explore/SL key/SL variables/SL ,/SP recent/SL advancements/SL in/SL machine/SL learning/SL improve/SL accuracy/SL by/SL analyzing/SL multiple/SL factors/SL and/SL nonlinear/SL relationsh/SL ips./SL In/SL particular/SL ,/SP SHAP/SL -/SO based/SL studies/SL enhance/SL model/SL interpretability/SL and/SL visualize/SL key/SL educational/SL insig/SL hts./SL This/SL study/SL uses/SL data/SL from/SL the/SL Daegu/SL Education/SL Longitudinal/SL Study/SL to/SL analyze/SL students/SL ’/SSC academic/SL performance/SL over/SL time/SL and/SL identify/SL key/SL predictors/SL in/SL Korean/SL and/SL mathematics/SL ,/SP contributing/SL to/SL the/SL early/SL detection/SL of/SL underachiev/SL ement./SL"
"doc32240048","This/SL study/SL explored/SL the/SL positive/SL changes/SL ,/SP challenges/SL ,/SP and/SL learning/SL effects/SL experienced/SL by/SL teachers/SL and/SL students/SL after/SL the/SL implementation/SL of/SL the/SL Digital/SL Beacon/SL School/SL policy/SL ,/SP along/SL with/SL their/SL expectations/SL and/SL concerns/SL regarding/SL AI/SL Digital/SL Textbooks/SL (/SSO AIDT/SL )/SSC based/SL on/SL AI/SL courseware/SL use./SL A/SL case/SL study/SL was/SL conducted/SL through/SL interviews/SL with/SL four/SL teachers/SL and/SL three/SL students/SL at/SL K/SL High/SL School/SL ,/SP a/SL specialized/SL vocational/SL high/SL school/SL in/SL Seoul/SL ,/SP and/SL a/SL review/SL of/SL relevant/SL literat/SL ure./SL The/SL school/SL pursued/SL its/SL goal/SL of/SL ‘/SSO fostering/SL digitally/SL competent/SL human/SL resources/SL ’/SSC through/SL AI/SL -/SO based/SL teaching/SL ,/SP instructional/SL innovation/SL ,/SP teacher/SL competency/SL development/SL ,/SP and/SL academic/SL skill/SL enhancem/SL ent./SL These/SL efforts/SL improved/SL digital/SL and/SL AI/SL literacy/SL ,/SP tablet/SL //SP edtech/SL use/SL ,/SP and/SL teacher/SL -/SO student/SL interact/SL ion./SL Challenges/SL included/SL uneven/SL digital/SL competencies/SL ,/SP teacher/SL fatigue/SL from/SL training/SL ,/SP rapid/SL policy/SL shifts/SL ,/SP marginalization/SL of/SL specialized/SL vocational/SL high/SL schools/SL ,/SP and/SL difficulty/SL in/SL applying/SL AI/SL tools/SL in/SL specialized/SL subje/SL cts./SL While/SL some/SL participants/SL reported/SL gains/SL in/SL achievement/SL and/SL interest/SL ,/SP others/SL perceived/SL no/SL notable/SL cha/SL nge./SL Expectations/SL for/SL AIDT/SL focused/SL on/SL real/SL -/SO time/SL feedback/SL and/SL multimedia/SL use/SL ,/SP while/SL concerns/SL included/SL limited/SL functionality/SL and/SL digital/SL desensitizat/SL ion./SL The/SL study/SL emphasizes/SL the/SL importance/SL of/SL reflecting/SL teachers/SL ’/SSC feedback/SL ,/SP supporting/SL low/SL -/SO performing/SL students/SL ,/SP expanding/SL specialized/SL subjects/SL ’/SSC content/SL ,/SP and/SL redefining/SL teachers/SL ’/SSC roles/SL to/SL ensure/SL stable/SL policy/SL implementation/SL and/SL high/SL -/SO quality/SL AIDT/SL develo/SL pment./SL"
